PublYearMonth,Company,M,L,C,KD,S,V,MP,SD,FI,Uncertain,n,PublDate,collectPeriodFrom,collectPeriodTo,approxPeriod,house
2023-jan,Demoskop,20.8,3.4,6,4.2,32.7,8.8,2.4,19.8,NA,NA,2181,2023-01-10,2022-12-31,2023-01-09,FALSE,Demoskop
2023-jan,Novus,19.6,3.8,5.4,4.3,34.7,7.9,4.3,18.4,NA,NA,2923,2023-01-04,2022-11-28,2023-01-01,FALSE,Novus
2022-dec,Ipsos,18.3,3.2,5.8,4.9,34.5,7.3,4.5,19.4,NA,NA,1548,2023-01-20,2023-01-06,2023-01-18,FALSE,Ipsos
2022-dec,Sifo,18.2,3.5,5.9,4.3,36.1,7.3,4.4,18.8,NA,NA,5378,2022-12-16,2022-12-05,2022-12-15,FALSE,Sifo
2022-dec,Demoskop,20.5,4.2,6.1,4.8,33.3,8.9,3.5,17.6,NA,NA,2176,2022-12-07,2022-11-28,2022-12-06,FALSE,Demoskop
2022-dec,Ipsos,18,3,6,5,35,7,5,19,NA,NA,1601,2022-12-20,2022-12-06,2022-12-18,FALSE,Ipsos
2022-dec,Novus,19.7,3.6,6.1,4.5,34.2,7.5,4,18.9,NA,NA,3682,2022-12-02,2022-10-31,2022-11-27,FALSE,Novus
2022-dec,SCB,18.9,4.1,5.4,4.9,34.6,7.6,4.4,18.2,NA,13.8,4070,2022-12-01,2022-10-27,2022-11-24,FALSE,SCB
2022-nov,Ipsos,19,3,6,4,34,8,5,19,NA,NA,1631,2022-12-06,2022-11-15,2022-11-28,FALSE,Ipsos
2022-nov,Sifo,20.1,3.6,5.5,4.8,33.4,8.2,5,17.7,NA,NA,4838,2022-11-18,2022-11-07,2022-11-17,FALSE,Sifo
2022-nov,Novus,20.2,4,5.9,4.7,32.2,7.6,4.5,19.4,NA,NA,3514,2022-11-03,2022-10-03,2022-10-30,FALSE,Novus
2022-nov,Demoskop,21.3,4,6,4.6,31.2,8.8,3.2,19.6,NA,NA,2271,2022-11-02,2022-10-23,2022-11-01,FALSE,Demoskop
2022-okt,Ipsos,21,4,7,5,31,7,4,21,NA,9,1594,2022-10-25,2022-10-11,2022-10-23,FALSE,Ipsos
2022-okt,Sifo,19.6,4.5,5.8,5,31.8,7.4,4.5,19.8,NA,NA,6054,2022-10-15,2022-10-03,2022-10-13,FALSE,Sifo
2022-okt,Novus,19.6,4.1,5.7,4.9,31.1,7.2,5,20.8,NA,4.4,3072,2022-10-06,2022-09-12,2022-10-02,FALSE,Novus
2022-okt,Demoskop,20.8,4.7,5.8,4.7,31.6,8.1,3.8,19.3,NA,NA,2190,2022-10-05,2022-09-26,2022-10-04,FALSE,Demoskop
2022-sep,Ipsos,19,5,7,5,32,7,5,20,NA,8,1688,2022-09-27,2022-09-13,2022-09-25,FALSE,Ipsos
2022-sep,TV4,16,4.9,7.4,5.8,29.7,7.5,6,21.3,NA,NA,4046,2022-09-11,2022-09-11,2022-09-11,FALSE,Sifo
2022-sep,SVT VALU,18.8,4.7,7.7,5.2,29.3,7,5.8,20.5,NA,NA,11160,2022-09-11,2022-09-11,2022-09-11,FALSE,SVT
2022-sep,Skop,16.3,6,7.6,6,28.6,8,7.4,19.3,NA,NA,1919,2022-09-10,2022-09-05,2022-09-09,FALSE,Skop
2022-sep,Demoskop,18.7,4.9,7.9,5.3,29.5,6.9,5.3,20.5,NA,NA,2321,2022-09-10,2022-09-01,2022-09-09,FALSE,Demoskop
2022-sep,Ipsos,18.2,4.2,8,4.8,28.8,7.4,5.8,21,NA,NA,1992,2022-09-09,2022-09-06,2022-09-09,FALSE,Ipsos
2022-sep,Sifo,16.2,6,6.6,6.1,29,7.9,6.4,20.7,NA,NA,2358,2022-09-09,2022-09-06,2022-09-08,FALSE,Sifo
2022-sep,Skop,15.2,6.3,7.2,7.2,28,8,7.9,19.4,NA,NA,1622,2022-09-09,2022-09-04,2022-09-08,FALSE,Skop
2022-sep,Novus,17.1,5.2,7.1,5.9,30.3,7.8,4.5,21.2,NA,NA,3903,2022-09-09,2022-09-06,2022-09-08,FALSE,Novus
2022-sep,Sifo,17.1,5.8,7,6.1,29.5,7.4,6.2,20.2,NA,NA,2414,2022-09-08,2022-09-05,2022-09-07,FALSE,Sifo
2022-sep,Skop,16.2,6.8,6.5,6.9,26.4,8.6,7.9,19.8,NA,NA,1387,2022-09-08,2022-09-03,2022-09-07,FALSE,Skop
2022-sep,Novus,18,5.1,7.5,5.8,29,7.4,5.2,21,NA,NA,3204,2022-09-08,2022-09-05,2022-09-07,FALSE,Novus
2022-sep,Infostat,18,4.9,7.5,5.9,28.7,7.8,4.8,20.6,NA,NA,NA,2022-09-08,2022-08-31,2022-09-07,FALSE,Infostat
2022-sep,Sifo,17,5,7.1,6.2,30.1,7,5.8,21,NA,NA,2230,2022-09-07,2022-09-04,2022-09-06,FALSE,Sifo
2022-sep,Skop,17.7,5.4,7,6.3,27.9,7.7,7.5,19.7,NA,NA,1406,2022-09-07,2022-09-02,2022-09-06,FALSE,Skop
2022-sep,Novus,17.3,4.8,8.6,5.9,27.8,8,5.7,20.6,NA,NA,2239,2022-09-07,2022-09-04,2022-09-06,FALSE,Novus
2022-sep,Ipsos,18.2,4.2,7.6,6.2,28.4,8.4,5.3,20.4,NA,NA,1730,2022-09-06,2022-09-01,2022-09-06,FALSE,Ipsos
2022-sep,Sifo,18.6,4.7,7.7,5.5,30,6.9,5.7,20,NA,NA,1999,2022-09-06,2022-09-03,2022-09-05,FALSE,Sifo
2022-sep,Skop,18.6,5.5,7.4,6,27.7,7.7,8.1,18.1,NA,NA,1122,2022-09-06,2022-09-02,2022-09-05,FALSE,Skop
2022-sep,Novus,17.9,4.4,8.8,6.1,28.7,7.5,5.6,19.9,NA,NA,1855,2022-09-06,2022-09-03,2022-09-05,FALSE,Novus
2022-sep,Demoskop,18.3,5.3,8.1,5.3,29.2,8.3,4.3,20.5,NA,NA,2163,2022-09-05,2022-08-31,2022-09-04,FALSE,Demoskop
2022-sep,Sifo,17.6,5.1,8.2,6.2,29.4,7.5,5.1,19.6,NA,NA,1942,2022-09-05,2022-09-02,2022-09-04,FALSE,Sifo
2022-sep,Skop,17.6,4.8,7.5,5.9,30,7.2,7.8,18.8,NA,NA,1154,2022-09-05,2022-09-01,2022-09-04,FALSE,Skop
2022-sep,Novus,17.4,4.2,8.8,6.6,28.9,8,5.5,20,NA,NA,1315,2022-09-05,2022-09-02,2022-09-04,FALSE,Novus
2022-sep,Sifo,18.1,5.9,7.6,6.2,28.5,7.7,4.8,19.4,NA,NA,1835,2022-09-04,2022-09-01,2022-09-03,FALSE,Sifo
2022-sep,Skop,16.6,5.4,8.3,5.4,31.1,7.3,7.6,18,NA,NA,1161,2022-09-04,2022-08-31,2022-09-03,FALSE,Skop
2022-sep,Novus,18.1,4.3,7.5,6.8,29.8,8.2,4.8,19.8,NA,NA,1547,2022-09-04,2022-09-01,2022-09-03,FALSE,Novus
2022-sep,Sifo,17.3,5.8,7.8,6.6,28.5,7.4,4.8,20.1,NA,NA,1889,2022-09-03,2022-08-31,2022-09-02,FALSE,Sifo
2022-sep,Skop,16.2,5.5,8.1,5.1,30.9,8.1,6.6,18.8,NA,NA,1228,2022-09-03,2022-08-30,2022-09-02,FALSE,Skop
2022-sep,Novus,17.6,4.4,7,7.1,28.7,8.5,4.9,21,NA,NA,1586,2022-09-03,2022-08-31,2022-09-02,FALSE,Novus
2022-sep,Sifo,16.8,6.2,7.5,6.3,29,7.6,4.9,20,NA,NA,1706,2022-09-02,2022-08-30,2022-09-01,FALSE,Sifo
2022-sep,Skop,14.8,7.4,8,5.6,30.4,8.8,5.7,18.4,NA,NA,1192,2022-09-02,2022-08-29,2022-09-01,FALSE,Skop
2022-sep,Novus,18.7,5.1,6.7,7.1,26.5,8.8,5.4,20.9,NA,NA,1566,2022-09-02,2022-08-30,2022-09-01,FALSE,Novus
2022-sep,Sifo,16.1,6.2,7.3,5.7,29.7,8,4.8,20.6,NA,NA,1967,2022-09-01,2022-08-29,2022-08-31,FALSE,Sifo
2022-sep,Skop,16,6.7,8.3,6.1,28.7,8.1,5.8,18.8,NA,NA,1180,2022-09-01,2022-08-28,2022-08-31,FALSE,Skop
2022-sep,Novus,18.9,5.3,6.8,7.2,26.6,8.4,5.9,20,NA,NA,1576,2022-09-01,2022-08-29,2022-08-31,FALSE,Novus
2022-aug,Ipsos,16.8,4.8,6.1,6.1,28.3,8.7,5.7,22.2,NA,NA,1740,2022-08-31,2022-08-26,2022-08-30,FALSE,Ipsos
2022-aug,Sifo,15.9,6.8,6.4,5.7,31.1,8.2,4.7,19.7,NA,NA,2002,2022-08-31,2022-08-28,2022-08-30,FALSE,Sifo
2022-aug,Skop,18.3,7,6.7,6.6,27.6,7.2,5.9,19.6,NA,NA,1194,2022-08-31,2022-08-27,2022-08-30,FALSE,Skop
2022-aug,Novus,18.3,5.6,7.3,6.6,28.1,7.8,5.9,19.5,NA,NA,1585,2022-08-31,2022-08-28,2022-08-30,FALSE,Novus
2022-aug,Sentio,18.7,4,5.8,6.9,24.1,9.6,4.4,24.4,0.3,NA,1016,2022-08-30,2022-08-25,2022-08-29,FALSE,Sentio
2022-aug,Sifo,16.4,6.4,6.6,5.3,30.4,7.9,5.2,20.9,NA,NA,2002,2022-08-30,2022-08-27,2022-08-29,FALSE,Sifo
2022-aug,Skop,18.2,6.5,7.2,6.6,26.9,8.7,5.9,18.8,NA,NA,1071,2022-08-30,2022-08-26,2022-08-29,FALSE,Skop
2022-aug,Novus,15.6,5.2,7.7,6.4,29.8,7.5,5.6,20.9,NA,NA,1619,2022-08-30,2022-08-27,2022-08-29,FALSE,Novus
2022-aug,Demoskop,18,4.6,7.5,5.4,29.6,7.8,5.3,20.6,NA,NA,2216,2022-08-29,2022-08-21,2022-08-29,FALSE,Demoskop
2022-aug,Sifo,18,5.8,6.4,5,30.9,7.7,5.3,19.4,NA,NA,1821,2022-08-29,2022-08-26,2022-08-28,FALSE,Sifo
2022-aug,Skop,18.5,6.1,8.2,6.7,27.2,8.7,5.3,18.6,NA,NA,1349,2022-08-29,2022-08-24,2022-08-28,FALSE,Skop
2022-aug,Novus,15.8,4.5,8,6.4,30.3,7.9,5,20.6,NA,NA,1575,2022-08-29,2022-08-26,2022-08-28,FALSE,Novus
2022-aug,Sifo,18.1,5.4,6.1,5.8,31.2,7.1,5.2,19.5,NA,NA,1932,2022-08-28,2022-08-25,2022-08-27,FALSE,Sifo
2022-aug,Skop,18.4,6.3,7.7,6.3,28.5,8.6,5.2,18.3,NA,NA,1054,2022-08-28,2022-08-23,2022-08-27,FALSE,Skop
2022-aug,Novus,16.2,4.5,7.4,5.9,30.2,8.6,4.4,21.1,NA,NA,1564,2022-08-28,2022-08-25,2022-08-27,FALSE,Novus
2022-aug,Sifo,17.9,5.4,5.7,5.9,31.8,6.8,5.7,19.4,NA,NA,1964,2022-08-27,2022-08-24,2022-08-26,FALSE,Sifo
2022-aug,Skop,18.7,5.7,7.9,5.3,27.9,9.4,5.5,18.6,NA,NA,1355,2022-08-27,2022-08-22,2022-08-26,FALSE,Skop
2022-aug,Novus,17.4,4.7,5.4,6.2,29,9.1,4.3,22.4,NA,NA,1552,2022-08-27,2022-08-24,2022-08-26,FALSE,Novus
2022-aug,Ipsos,16.6,4.6,6.9,5.5,30.4,8.5,5,20.7,NA,NA,1630,2022-08-26,2022-08-16,2022-08-24,FALSE,Ipsos
2022-aug,Sifo,17.5,5.2,5.8,5.8,31.2,7.3,5.7,19.8,NA,NA,2197,2022-08-26,2022-08-23,2022-08-25,FALSE,Sifo
2022-aug,Skop,18.3,6.1,7,6.2,28.5,9.3,4.9,18.6,NA,NA,1388,2022-08-26,2022-08-21,2022-08-25,FALSE,Skop
2022-aug,Novus,17.8,5.5,5.6,6.1,27.9,8.4,4.8,22.8,NA,NA,1589,2022-08-26,2022-08-23,2022-08-25,FALSE,Novus
2022-aug,Sifo,18.3,4.6,5.7,5.6,30.5,7.6,5.3,20.3,NA,NA,2461,2022-08-25,2022-08-22,2022-08-24,FALSE,Sifo
2022-aug,Skop,18,6.3,8.6,6.3,28.3,8,4.4,17.5,NA,NA,1118,2022-08-25,2022-08-20,2022-08-24,FALSE,Skop
2022-aug,Novus,17.9,6,6.5,5.5,27.5,8.5,4.7,22.4,NA,NA,1500,2022-08-25,2022-08-22,2022-08-24,FALSE,Novus
2022-aug,Sifo,18.6,4.8,6,6.3,30.2,7.9,4.7,19.2,NA,NA,2474,2022-08-24,2022-08-21,2022-08-23,FALSE,Sifo
2022-aug,Skop,18.8,7.1,6.6,4.9,28.9,8.1,5.8,18,NA,NA,1125,2022-08-24,2022-08-19,2022-08-23,FALSE,Skop
2022-aug,Novus,17.5,6.1,6.9,5.1,28.2,8.5,4.8,22,NA,NA,1641,2022-08-24,2022-08-21,2022-08-23,FALSE,Novus
2022-aug,Sifo,17.4,5.4,6.1,6.7,30.2,7.2,5.5,19,NA,NA,2194,2022-08-23,2022-08-20,2022-08-22,FALSE,Sifo
2022-aug,Novus,17.4,4.9,7.2,5.2,28.5,9.5,4.9,21.4,NA,NA,1500,2022-08-23,2022-08-20,2022-08-22,FALSE,Novus
2022-aug,Demoskop,19.9,4.2,6.8,6.4,28.9,8.9,4.8,18.7,NA,NA,2222,2022-08-23,2022-08-16,2022-08-21,FALSE,Demoskop
2022-aug,Sifo,17.7,5.8,5.8,6.2,31.2,8.1,5.4,18.1,NA,NA,1925,2022-08-22,2022-08-19,2022-08-21,FALSE,Sifo
2022-aug,Novus,17.4,4.4,6.7,6,27.8,9.6,5.5,21.5,NA,NA,1454,2022-08-22,2022-08-19,2022-08-21,FALSE,Novus
2022-aug,Skop,17.5,6.3,8.6,4.9,27.8,8.5,5.9,19.3,NA,NA,1106,2022-08-22,2022-08-18,2022-08-22,FALSE,Skop
2022-aug,Skop,17.4,7.3,8.4,5.5,27.7,8,6.9,17.8,NA,NA,1081,2022-08-22,2022-08-17,2022-08-21,FALSE,Skop
2022-aug,Skop,17,6.9,8.3,4.9,29.1,7.4,6.9,18.1,NA,NA,1120,2022-08-22,2022-08-16,2022-08-19,FALSE,Skop
2022-aug,Skop,17.1,7.6,7.5,4.7,28.9,8.1,6.4,18,NA,NA,1094,2022-08-22,2022-08-15,2022-08-18,FALSE,Skop
2022-aug,Sifo,17.3,5.5,6.1,5.8,32.5,8,5.5,16.8,NA,NA,1610,2022-08-21,2022-08-18,2022-08-20,FALSE,Sifo
2022-aug,Sifo,17.9,5.5,6,6,32.2,7.8,5.1,16.9,NA,NA,1723,2022-08-20,2022-08-17,2022-08-19,FALSE,Sifo
2022-aug,Sifo,17.6,5.6,6.1,6,32.7,8,5.3,16.1,NA,NA,1681,2022-08-19,2022-08-16,2022-08-18,FALSE,Sifo
2022-aug,Sentio,21.3,4.4,4.6,6.6,28,9.2,4.7,18.7,NA,NA,797,2022-08-18,2022-08-11,2022-08-17,FALSE,Sentio
2022-aug,Sifo,18.2,5.9,6,5.6,31.2,8,5.5,17.1,NA,NA,2109,2022-08-18,2022-08-15,2022-08-17,FALSE,Sifo
2022-aug,Novus,19.6,5.8,6,5.6,28.5,9.7,4.5,18.8,NA,NA,2067,2022-08-18,2022-08-08,2022-08-14,FALSE,Novus
2022-aug,Demoskop,19.9,4.9,7.5,5.8,29.6,7.4,5.2,18.4,NA,NA,2209,2022-08-17,2022-08-06,2022-08-15,FALSE,Demoskop
2022-aug,Sifo,19.2,5.6,6.3,5.9,29.7,8.4,5.4,17.5,NA,NA,2025,2022-08-17,2022-08-14,2022-08-16,FALSE,Sifo
2022-aug,Sifo,19.5,5.5,5.9,6.2,30,7.5,5.6,17.6,NA,NA,1974,2022-08-16,2022-08-13,2022-08-15,FALSE,Sifo
2022-aug,Sifo,19.2,5.5,5.7,6.5,29.9,8,5.6,16.9,NA,NA,1931,2022-08-15,2022-08-12,2022-08-14,FALSE,Sifo
2022-aug,Sifo,18.6,5.5,5.3,6.8,31.7,7.7,4.5,17.4,NA,NA,1929,2022-08-14,2022-08-11,2022-08-13,FALSE,Sifo
2022-aug,Sifo,19.2,5.6,5.3,6.7,31.1,8,4.5,17.3,NA,NA,1919,2022-08-13,2022-08-10,2022-08-12,FALSE,Sifo
2022-aug,Sifo,20.7,5.7,5.3,6.1,31.2,7.6,4.6,16.5,NA,NA,1796,2022-08-12,2022-08-09,2022-08-11,FALSE,Sifo
2022-aug,Novus,18.6,5.1,6.8,6.3,30.6,7.2,5.2,18.6,NA,NA,3711,2022-08-12,2022-08-01,2022-08-07,FALSE,Novus
2022-aug,Demoskop,20.3,5.7,7.2,6.9,28.7,7.7,4.8,17.7,NA,NA,2247,2022-08-04,2022-07-24,2022-08-02,FALSE,Demoskop
2022-jul,Skop,18.5,6.1,6.2,5.7,31.5,10.3,3.6,16.6,NA,NA,1009,2022-07-25,2022-07-08,2022-07-11,FALSE,Skop
2022-jul,Demoskop,21,4.7,7.1,6.1,30.3,8.4,4.9,16.3,NA,NA,2125,2022-07-04,2022-06-22,2022-06-30,FALSE,Demoskop
2022-jul,Novus,19.6,5,5.4,6.7,31.7,8.8,3.5,17.4,NA,5.7,2838,2022-06-30,2022-06-06,2022-06-26,FALSE,Novus
2022-jun,Sentio,20.9,3.9,6.4,5.5,28.2,9,3.1,21.1,0.4,NA,1009,2022-06-26,2022-06-16,2022-06-21,FALSE,Sentio
2022-jun,Ipsos,20,5,5,6,31,9,3,19,NA,13,1635,2022-06-21,2022-06-07,2022-06-19,FALSE,Ipsos
2022-jun,Sifo,19.3,4.4,6,6.3,33.7,7.9,3.4,17.4,NA,12.5,8996,2022-06-17,2022-06-06,2022-06-16,FALSE,Sifo
2022-jun,Demoskop,22.1,4.2,7.7,5.7,30.9,7.6,3.9,16.9,NA,NA,2125,2022-06-10,2022-05-31,2022-06-09,FALSE,Demoskop
2022-jun,Novus,21.5,3.5,5.9,6.3,30.2,9.4,3.3,18,NA,6.5,3804,2022-06-09,2022-05-09,2022-06-05,FALSE,Novus
2022-jun,SCB,21.3,3.4,6.7,5.2,33.3,7.8,3.3,17,NA,15,4274,2022-06-02,2022-04-28,2022-05-25,FALSE,SCB
2022-maj,Sentio,20.4,2.6,5.3,8.5,29.2,7.8,4.1,19.4,NA,NA,809,2022-05-26,2022-05-19,2022-05-23,FALSE,Sentio
2022-maj,Ipsos,22,3,5,5,32,9,3,18,NA,NA,1569,2022-05-24,2022-05-10,2022-05-22,FALSE,Ipsos
2022-maj,Infostat,21.3,3.5,5.9,6,27.7,8.2,3.7,21,NA,NA,1690,2022-05-13,2022-05-04,2022-05-10,FALSE,Infostat
2022-maj,Sifo,20.8,3.6,6.3,5.6,32.6,8.2,2.7,18.1,NA,12.7,6890,2022-05-13,2022-05-02,2022-05-12,FALSE,Sifo
2022-maj,Demoskop,22.9,2.9,7.9,6.4,31.2,7.3,3,16.9,NA,NA,2154,2022-05-06,2022-04-26,2022-05-04,FALSE,Demoskop
2022-maj,Novus,21,2.5,6.9,5.9,31.9,9,3.3,17.9,NA,7,3541,2022-05-04,2022-04-04,2022-05-01,FALSE,Novus
2022-maj,Sentio,22.3,2.9,5.1,5.5,28.3,8.9,3.1,21.1,NA,NA,839,2022-05-02,2022-04-21,2022-04-25,FALSE,Sentio
2022-apr,Ipsos,22,3,6,6,30,9,4,18,NA,12,1570,2022-05-02,2022-04-12,2022-04-26,FALSE,Ipsos
2022-apr,Sifo,21.2,2.4,7.1,4.9,33,8.7,2.9,18.2,NA,13.3,7766,2022-04-22,2022-04-11,2022-04-21,FALSE,Sifo
2022-apr,Skop,20.2,2.9,7.4,5.8,34.7,9.2,2.9,15.6,NA,NA,1000,2022-04-20,2022-04-06,2022-04-14,FALSE,Skop
2022-apr,Demoskop,22.9,2.4,8,5.4,31.5,8.1,3.5,17,NA,NA,2199,2022-04-08,2022-03-29,2022-04-05,FALSE,Demoskop
2022-apr,Novus,21.5,2.1,6.8,5.7,32,8.3,3.3,18.7,NA,7,3983,2022-04-06,2022-03-07,2022-04-03,FALSE,Novus
2022-apr,Sentio,20.6,3.1,4.3,5.3,30.4,9.1,3.6,20.8,NA,NA,815,2022-04-01,2022-03-24,2022-03-29,TRUE,Sentio
2022-mar,Ipsos,22,2,7,6,33,8,3,19,NA,14,1568,2022-03-29,2022-03-15,2022-03-27,FALSE,Ipsos
2022-mar,Sifo,21.4,2.4,7,4.9,32.8,8.6,2.7,18.6,NA,NA,6960,2022-03-20,2022-03-07,2022-03-17,FALSE,Sifo
2022-mar,Demoskop,22,2.2,7.5,6.5,32.4,7.4,2.9,17.5,NA,NA,2175,2022-03-11,2022-03-01,2022-03-09,FALSE,Demoskop
2022-mar,Sentio,21.4,2.5,5.8,7.1,29.2,9.5,2.8,19.4,NA,NA,823,2022-03-07,2022-02-28,2022-03-02,TRUE,Sentio
2022-mar,Novus,21.2,2.1,6.8,5.1,32,8.9,3.2,19.4,NA,5.7,3825,2022-03-03,2022-01-31,2022-02-27,FALSE,Novus
2022-feb,Ipsos,21,3,7,5,29,10,3,20,NA,14,1598,2022-02-22,2022-02-08,2022-02-20,FALSE,Ipsos
2022-feb,Skop,19.1,2.7,7.3,4.2,31.4,11.8,3.1,19,NA,NA,1013,2022-02-21,2022-02-11,2022-02-14,FALSE,Skop
2022-feb,Sifo,20.9,2.7,6.9,5.3,29.6,10.1,3.6,19.3,NA,NA,6103,2022-02-18,2022-02-07,2022-02-17,FALSE,Sifo
2022-feb,Demoskop,22,3.2,7.9,5.6,28.2,10,2.8,19.2,NA,NA,2505,2022-02-11,2022-02-01,2022-02-08,FALSE,Demoskop
2022-feb,Sentio,21.1,2.9,6.8,5.5,29.4,8.7,3.6,20.2,NA,NA,814,2022-02-07,2022-01-28,2022-01-30,TRUE,Sentio
2022-feb,Novus,20.5,2.7,7.4,5.4,29.3,9.8,3.5,19.8,NA,NA,3702,2022-02-03,2022-01-03,2022-01-30,FALSE,Novus
2022-jan,Ipsos,21,4,6,6,31,10,3,18,NA,14,1600,2022-01-25,2022-01-11,2022-01-24,FALSE,Ipsos
2022-jan,Sifo,20.9,2.9,7,4.4,31.1,9.6,3,19.2,NA,NA,6692,2022-01-21,2022-01-10,2022-01-20,FALSE,Sifo
2022-jan,Demoskop,21.8,3.2,8.3,5.4,29.2,9.3,2.8,17.8,NA,NA,2440,2022-01-11,2021-12-28,2022-01-05,FALSE,Demoskop
2022-jan,Novus,18.7,2.2,6.7,5.6,31.3,10.5,3.4,20.1,NA,8,2017,2022-01-05,2021-12-06,2022-01-02,FALSE,Novus
2021-dec,Sentio,20.9,2.9,6.8,5.9,28.2,8.5,4.3,20,NA,NA,NA,2021-12-26,2021-12-17,2021-12-23,TRUE,Sentio
2021-dec,Ipsos,20,3,7,5,29,10,4,20,NA,12,1581,2021-12-23,2021-12-07,2021-12-20,FALSE,Ipsos
2021-dec,Sifo,20,2.8,7,5.1,31.1,9.7,3.2,19.7,NA,12.3,6157,2021-12-17,2021-12-06,2021-12-16,FALSE,Sifo
2021-dec,Demoskop,22.6,2,8.5,6,29.1,8.2,3.3,18.7,NA,NA,2446,2021-12-10,2021-11-30,2021-12-08,FALSE,Demoskop
2021-dec,Novus,21.2,2.9,7.5,4.7,29.3,10.1,3.7,19,NA,6.2,4233,2021-12-09,2021-11-08,2021-12-05,FALSE,Novus
2021-dec,SCB,22.7,2.5,8.4,4.6,29.1,9.2,3.9,18.6,NA,13,4319,2021-12-02,2021-10-28,2021-11-25,FALSE,SCB
2021-nov,Sentio,19.9,3.3,6.9,5.4,25.5,11.7,3.7,20.6,NA,NA,877,2021-11-28,2021-11-17,2021-11-25,FALSE,Sentio
2021-nov,Ipsos,21,3,8,6,25,11,4,20,NA,11,1605,2021-11-26,2021-11-09,2021-11-22,FALSE,Ipsos
2021-nov,Sifo,21,2.3,8.1,4.6,28.9,9.4,3.6,20.3,NA,11.7,5710,2021-11-19,2021-11-08,2021-11-18,FALSE,Sifo
2021-nov,Demoskop,23.6,3.2,9.7,5.3,27,8.1,3.4,18.7,NA,NA,2359,2021-11-14,2021-11-05,2021-11-11,FALSE,Demoskop
2021-nov,Novus,22.9,2.8,8.5,4.1,25.6,11.3,4.8,19.1,NA,6.3,3660,2021-11-04,2021-10-04,2021-10-31,FALSE,Novus
2021-okt,Sentio,22.7,2.2,5.3,6,22.1,11.9,3.5,23.9,NA,NA,1008,2021-10-31,2021-10-21,2021-10-25,FALSE,Sentio
2021-okt,Ipsos,20,4,8,4,26,11,5,20,NA,14,1572,2021-10-28,2021-10-12,2021-10-25,FALSE,Ipsos
2021-okt,Skop,22.1,3.1,9.5,3.7,24.3,11.5,4.4,19.9,NA,NA,1011,2021-10-27,2021-10-15,2021-10-17,FALSE,Skop
2021-okt,Sifo,21.9,2.8,8,5,26.6,10.5,3.7,19.9,NA,12.9,6152,2021-10-15,2021-10-04,2021-10-14,FALSE,Sifo
2021-okt,Sentio,22.7,3,5.3,5.9,24.4,10.4,3.9,21.7,NA,NA,NA,2021-10-08,2021-09-24,2021-10-04,TRUE,Sentio
2021-okt,Demoskop,22.2,2.7,9.5,5.5,26.7,8.6,3,20.9,NA,NA,2417,2021-10-08,2021-09-29,2021-10-06,FALSE,Demoskop
2021-okt,Novus,22.6,2.6,8.8,4.6,26,10.6,4,19.4,NA,5.5,4922,2021-10-07,2021-08-30,2021-10-03,FALSE,Novus
2021-sep,Ipsos,22,3,8,4,25,11,4,21,NA,15,1533,2021-09-30,2021-09-14,2021-09-26,FALSE,Ipsos
